/home/farah/PycharmProjects/Change-History-Data-to-Enhance-Class-Change-Proneness-Prediction-Models/venv/bin/python /home/farah/PycharmProjects/Change-History-Data-to-Enhance-Class-Change-Proneness-Prediction-Models/scripts/statistical scripts/normality.py 
(111917, 198)
pdfbox, protectedFieldsQty, 0.500, 0.000, NotGaussian
pdfbox, defaultFieldsQty, 0.500, 0.000, NotGaussian
pdfbox, visibleFieldsQty, 0.500, 0.000, NotGaussian
pdfbox, finalFieldsQty, 0.500, 0.000, NotGaussian
pdfbox, nosi, 0.500, 0.000, NotGaussian
pdfbox, loc, 0.996, 0.000, NotGaussian
pdfbox, returnQty, 0.596, 0.000, NotGaussian
pdfbox, loopQty, 0.500, 0.000, NotGaussian
pdfbox, comparisonsQty, 0.500, 0.000, NotGaussian
pdfbox, tryCatchQty, 0.500, 0.000, NotGaussian
pdfbox, parenthesizedExpsQty, 0.500, 0.000, NotGaussian
pdfbox, stringLiteralsQty, 0.559, 0.000, NotGaussian
pdfbox, numbersQty, 0.500, 0.000, NotGaussian
pdfbox, assignmentsQty, 0.802, 0.000, NotGaussian
pdfbox, mathOperationsQty, 0.500, 0.000, NotGaussian
pdfbox, variablesQty, 0.762, 0.000, NotGaussian
pdfbox, maxNestedBlocksQty, 0.520, 0.000, NotGaussian
pdfbox, anonymousClassesQty, 0.500, 0.000, NotGaussian
pdfbox, innerClassesQty, 0.500, 0.000, NotGaussian
pdfbox, lambdasQty, 0.500, 0.000, NotGaussian
pdfbox, uniqueWordsQty, 1.000, 0.000, NotGaussian
pdfbox, modifiers, 0.788, 0.000, NotGaussian
pdfbox, logStatementsQty, 0.500, 0.000, NotGaussian
pdfbox, AvgCyclomatic, 0.806, 0.000, NotGaussian
pdfbox, AvgCyclomaticModified, 0.806, 0.000, NotGaussian
pdfbox, AvgCyclomaticStrict, 0.806, 0.000, NotGaussian
pdfbox, AvgLine, 0.962, 0.000, NotGaussian
pdfbox, AvgLineBlank, 0.500, 0.000, NotGaussian
pdfbox, AvgLineCode, 0.962, 0.000, NotGaussian
pdfbox, AvgLineComment, 0.679, 0.000, NotGaussian
pdfbox, Cyclomatic, 0.500, 0.000, NotGaussian
pdfbox, CyclomaticModified, 0.500, 0.000, NotGaussian
pdfbox, CyclomaticStrict, 0.500, 0.000, NotGaussian
pdfbox, Essential, 0.500, 0.000, NotGaussian
pdfbox, MaxCyclomatic, 0.806, 0.000, NotGaussian
