Dataset;Algoritm;Approach;window;model;resample;F1-Score(micro);F1-Score(macro);F1-Score;Accuracy;Sensitivity;Specificity;ROC
commons-io;DT;Trad;0;StEv;ADA;0.9038294589;0.7780675425;0.9099692961;0.9038294589;0.7176901925;0.9257222941;0.8217062433
commons-io;DT;Trad;0;EvSm;ADA;0.9318028359;0.8431469501;0.9362504176;0.9318028359;0.8551787351;0.9408150065;0.8979968708
commons-io;DT;Trad;0;EvSm;NONE;0.9209993248;0.8001223197;0.9228435162;0.9209993248;0.6810265811;0.9492238034;0.8151251922
commons-io;DT;Trad;0;EvSm;SMOTE;0.8802932382;0.7449456638;0.891637917;0.8802932382;0.7213565536;0.8989866322;0.8101715929
commons-io;DT;Trad;0;EvSm;ROS;0.8843445548;0.7296509777;0.8911106728;0.8843445548;0.6076993584;0.9168822768;0.7622908176
commons-io;DT;Trad;0;StSm;NONE;0.9308382367;0.8388809971;0.9349828876;0.9308382367;0.8331805683;0.9423242777;0.887752423
commons-io;DT;Trad;0;StSm;SMOTE;0.9211922446;0.8237705395;0.9272210658;0.9211922446;0.8441796517;0.9302501078;0.8872148798
commons-io;DT;Trad;0;StSm;ADA;0.9165621684;0.8150746194;0.9232355033;0.9165621684;0.8350137489;0.9261535144;0.8805836317
commons-io;DT;Trad;0;StSm;ROS;0.924375422;0.8202100887;0.928256376;0.924375422;0.7754353804;0.9418930574;0.8586642189
commons-io;DT;Trad;0;St;SMOTE;0.919455966;0.8213750423;0.9258780833;0.919455966;0.8478460128;0.9278783959;0.8878622043
commons-io;DT;Trad;0;St;NONE;0.9307417768;0.8376074101;0.9347039317;0.9307417768;0.8240146654;0.9432945235;0.8836545945
commons-io;DT;Trad;0;St;ROS;0.9242789621;0.8209176562;0.9283341479;0.9242789621;0.7818515124;0.9410306166;0.8614410645
commons-io;DT;Trad;0;St;ADA;0.8648596508;0.7402794617;0.8822974071;0.8648596508;0.8185151237;0.8703104787;0.8444128012
commons-io;DT;Trad;0;Ev;ADA;0.9313205363;0.8424055006;0.9358650572;0.9313205363;0.8560953254;0.9401681759;0.8981317507
commons-io;DT;Trad;0;Ev;SMOTE;0.8934117874;0.76900915;0.9028466352;0.8934117874;0.758020165;0.9093359207;0.8336780428
commons-io;DT;Trad;0;Ev;ROS;0.9031542394;0.7668216041;0.9075914565;0.9031542394;0.658111824;0.9319749892;0.7950434066
commons-io;DT;Trad;0;Ev;NONE;0.9127037716;0.7736124959;0.9137136639;0.9127037716;0.6122823098;0.9480379474;0.7801601286
commons-io;LogistRegression;Trad;0;AF;SMOTE;0.734156458;0.5980245253;0.7827153705;0.734156458;0.7231897342;0.7354463131;0.7293180236
commons-io;LogistRegression;Trad;0;AF;NONE;0.7234494068;0.5893642707;0.7746253846;0.7234494068;0.7222731439;0.7235877533;0.7229304486
commons-io;LogistRegression;Trad;0;AF;ROS;0.7274042635;0.5907226236;0.7774592657;0.7274042635;0.7103574702;0.7294092281;0.7198833492
commons-io;LogistRegression;Trad;0;AF;ADA;0.6960547892;0.5582669801;0.7530499193;0.6960547892;0.6535288726;0.7010564899;0.6772926812
commons-io;LogistRegression;Trad;0;StEv;SMOTE;0.736567956;0.600243311;0.7845540509;0.736567956;0.7250229148;0.7379258301;0.7314743724
commons-io;LogistRegression;Trad;0;StEv;NONE;0.725571525;0.5915782274;0.7762759608;0.725571525;0.725939505;0.7255282449;0.725733875
commons-io;LogistRegression;Trad;0;StEv;ROS;0.73174496;0.595270376;0.7808259358;0.73174496;0.7176901925;0.7333980164;0.7255441044
commons-io;LogistRegression;Trad;0;StEv;ADA;0.6921963924;0.5573452461;0.7502422458;0.6921963924;0.6663611366;0.6952350151;0.6807980758
commons-io;LogistRegression;Trad;0;EvSm;ROS;0.6223594097;0.5084831122;0.6952721893;0.6223594097;0.6700274977;0.6167529107;0.6433902042
commons-io;LogistRegression;Trad;0;EvSm;SMOTE;0.6279540851;0.5113622237;0.699810957;0.6279540851;0.6626947754;0.6238680466;0.643281411
commons-io;LogistRegression;Trad;0;EvSm;NONE;0.6131957172;0.5030315888;0.687766969;0.6131957172;0.6764436297;0.6057567917;0.6411002107
commons-io;LogistRegression;Trad;0;EvSm;ADA;0.615896595;0.4902466787;0.6900610491;0.615896595;0.5673693859;0.6216041397;0.5944867628
commons-io;LogistRegression;Trad;0;StSm;SMOTE;0.6653805344;0.5434212313;0.7297289759;0.6653805344;0.7057745188;0.6606295817;0.6832020503
commons-io;LogistRegression;Trad;0;StSm;ROS;0.6683707919;0.544827889;0.732052229;0.6683707919;0.7002749771;0.66461837;0.6824466735
commons-io;LogistRegression;Trad;0;StSm;NONE;0.6724221086;0.5461038425;0.7351539446;0.6724221086;0.6883593034;0.6705476498;0.6794534766
commons-io;LogistRegression;Trad;0;StSm;ADA;0.6613292177;0.5256824541;0.725947382;0.6613292177;0.6012832264;0.6683915481;0.6348373872
commons-io;LogistRegression;Trad;0;St;ROS;0.6690460114;0.545566531;0.7325908735;0.6690460114;0.7021081577;0.6651573954;0.6836327765
commons-io;LogistRegression;Trad;0;St;NONE;0.6720362689;0.5470986653;0.7349066149;0.6720362689;0.6975252062;0.6690383786;0.6832817924
commons-io;LogistRegression;Trad;0;St;SMOTE;0.6688530915;0.5450502552;0.7324256649;0.6688530915;0.6993583868;0.6652652005;0.6823117937
commons-io;LogistRegression;Trad;0;St;ADA;0.6631619562;0.532480846;0.7276322576;0.6631619562;0.638863428;0.6660198361;0.6524416321
commons-io;LogistRegression;Trad;0;Ev;SMOTE;0.5732613099;0.4778788312;0.6540705686;0.5732613099;0.6929422548;0.5591849935;0.6260636242
commons-io;LogistRegression;Trad;0;Ev;ROS;0.5716214913;0.4767681502;0.6526572749;0.5716214913;0.6929422548;0.557352307;0.6251472809
commons-io;LogistRegression;Trad;0;Ev;NONE;0.5606250603;0.4702476179;0.6430031915;0.5606250603;0.7011915674;0.5440922812;0.6226419243
commons-io;LogistRegression;Trad;0;Ev;ADA;0.574418829;0.4617564602;0.6561780264;0.574418829;0.5554537122;0.5766494179;0.566051565
commons-io;MLP;Trad;0;AF;ROS;0.9152117295;0.8120816074;0.9219930722;0.9152117295;0.8285976169;0.9253988788;0.8769982478
commons-io;MLP;Trad;0;AF;SMOTE;0.9188772065;0.811909893;0.923898568;0.9188772065;0.7827681027;0.9348857266;0.8588269146
commons-io;MLP;Trad;0;AF;ADA;0.9108710331;0.7938334891;0.9164749303;0.9108710331;0.7479376719;0.9300344976;0.8389860847
commons-io;MLP;Trad;0;AF;NONE;0.9359506125;0.8048602323;0.9311371256;0.9359506125;0.5527039413;0.9810263044;0.7668651229
commons-io;MLP;Trad;0;StEv;ADA;0.9162727887;0.8078763687;0.9218130192;0.9162727887;0.7846012832;0.931759379;0.8581803311
commons-io;MLP;Trad;0;StEv;ROS;0.9159834089;0.8072764258;0.921554188;0.9159834089;0.7836846929;0.9315437689;0.8576142309
commons-io;MLP;Trad;0;StEv;SMOTE;0.9214816244;0.8069577612;0.9243500994;0.9214816244;0.7186067828;0.9453428202;0.8319748015
commons-io;MLP;Trad;0;StEv;NONE;0.9382656506;0.8135287441;0.9339405356;0.9382656506;0.5719523373;0.9813497197;0.7766510285
commons-io;MLP;Trad;0;EvSm;SMOTE;0.782868718;0.6272869586;0.8174088907;0.782868718;0.6498625115;0.7985122898;0.7241874006
commons-io;MLP;Trad;0;EvSm;ROS;0.7723545867;0.6172856516;0.8096237685;0.7723545867;0.64527956;0.7873005606;0.7162900603
commons-io;MLP;Trad;0;EvSm;ADA;0.7614546156;0.5993741618;0.8005613796;0.7614546156;0.5957836847;0.7809400604;0.6883618725
commons-io;MLP;Trad;0;EvSm;NONE;0.9009356612;0.5758357873;0.8690202814;0.9009356612;0.1209899175;0.992669254;0.5568295857
commons-io;MLP;Trad;0;StSm;SMOTE;0.8362110543;0.7153648373;0.8617935991;0.8362110543;0.8771769019;0.8313928417;0.8542848718
commons-io;MLP;Trad;0;StSm;ROS;0.8212597666;0.6995663899;0.850530362;0.8212597666;0.8780934922;0.814575248;0.8463343701
commons-io;MLP;Trad;0;StSm;ADA;0.8303269991;0.6973367521;0.8557368062;0.8303269991;0.7956003666;0.8344113842;0.8150058754
commons-io;MLP;Trad;0;StSm;NONE;0.9222533038;0.7310618789;0.9100919455;0.9222533038;0.3758020165;0.9865243639;0.6811631902
commons-io;MLP;Trad;0;St;ROS;0.8129642134;0.6921776976;0.8444163227;0.8129642134;0.8863428048;0.8043337646;0.8453382847
commons-io;MLP;Trad;0;St;SMOTE;0.8285907206;0.7048853926;0.8557388058;0.8285907206;0.8606782768;0.8248167313;0.8427475041
commons-io;MLP;Trad;0;St;ADA;0.809781036;0.6771295743;0.8405234364;0.809781036;0.8020164986;0.8106942648;0.8063553817
commons-io;MLP;Trad;0;St;NONE;0.9212887045;0.7249364388;0.908421231;0.9212887045;0.3629697525;0.9869555843;0.6749626684
commons-io;MLP;Trad;0;Ev;SMOTE;0.759718337;0.6061103707;0.8003150671;0.759718337;0.6425297892;0.7735015093;0.7080156492
commons-io;MLP;Trad;0;Ev;ROS;0.7539307418;0.60055203;0.7959761825;0.7539307418;0.6379468378;0.7675722294;0.7027595336
commons-io;MLP;Trad;0;Ev;ADA;0.7187228706;0.5521081761;0.7677876439;0.7187228706;0.5169569203;0.7424536438;0.629705282
commons-io;MLP;Trad;0;Ev;NONE;0.8957268255;0.4919916818;0.8495519665;0.8957268255;0.02016498625;0.9987063389;0.5094356626
commons-io;RandomForest;Trad;0;AF;ROS;0.9624770908;0.9052798445;0.9633929851;0.9624770908;0.8808432631;0.9720784821;0.9264608726
commons-io;RandomForest;Trad;0;AF;ADA;0.9587151539;0.8958229009;0.9597301747;0.9587151539;0.8634280477;0.9699223803;0.916675214
commons-io;RandomForest;Trad;0;AF;SMOTE;0.9593903733;0.8963881629;0.9601775113;0.9593903733;0.8533455545;0.9718628719;0.9126042132
commons-io;RandomForest;Trad;0;AF;NONE;0.962187711;0.9010466614;0.962457815;0.962187711;0.8368469294;0.9769297111;0.9068883203
commons-io;RandomForest;Trad;0;StEv;ROS;0.9626700106;0.9054805412;0.9635281363;0.9626700106;0.8780934922;0.9726175075;0.9253554999
commons-io;RandomForest;Trad;0;StEv;ADA;0.9583293142;0.8950872895;0.9593978836;0.9583293142;0.8643446379;0.9693833549;0.9168639964
commons-io;RandomForest;Trad;0;StEv;SMOTE;0.959776213;0.8978427722;0.9606432198;0.959776213;0.8606782768;0.9714316516;0.9160549642
commons-io;RandomForest;Trad;0;StEv;NONE;0.9624770908;0.9008981251;0.9625750505;0.9624770908;0.8276810266;0.9783311772;0.9030061019
commons-io;RandomForest;Trad;0;EvSm;ADA;0.9627664705;0.9075798073;0.9639651323;0.9627664705;0.9028414299;0.9698145752;0.9363280026
commons-io;RandomForest;Trad;0;EvSm;SMOTE;0.9630558503;0.9058125938;0.9637853795;0.9630558503;0.8716773602;0.9738033635;0.9227403619
commons-io;RandomForest;Trad;0;EvSm;ROS;0.964599209;0.9089078044;0.9651419701;0.964599209;0.8680109991;0.9759594653;0.9219852322
commons-io;RandomForest;Trad;0;EvSm;NONE;0.9603549725;0.8926980915;0.9599686905;0.9603549725;0.7901008249;0.9803794739;0.8852401494
commons-io;RandomForest;Trad;0;StSm;SMOTE;0.9455001447;0.8688256767;0.9480056566;0.9455001447;0.8597616865;0.9555843036;0.9076729951
commons-io;RandomForest;Trad;0;StSm;ADA;0.9447284653;0.8670627153;0.9472866128;0.9447284653;0.8570119157;0.9550452781;0.9060285969
commons-io;RandomForest;Trad;0;StSm;NONE;0.943956786;0.8650151536;0.9465158172;0.943956786;0.851512374;0.954829668;0.903171021
commons-io;RandomForest;Trad;0;StSm;ROS;0.9343107939;0.8470744863;0.9382659521;0.9343107939;0.8505957837;0.9441569642;0.8973763739
commons-io;RandomForest;Trad;0;St;ADA;0.9443426256;0.8667015859;0.9470215948;0.9443426256;0.8606782768;0.9541828374;0.9074305571
commons-io;RandomForest;Trad;0;St;SMOTE;0.9442461657;0.8656644109;0.9467832989;0.9442461657;0.8524289643;0.9550452781;0.9037371212
commons-io;RandomForest;Trad;0;St;NONE;0.943860326;0.8647347529;0.9464150173;0.943860326;0.8505957837;0.954829668;0.9027127258
commons-io;RandomForest;Trad;0;St;ROS;0.9346001736;0.8484160607;0.9386574531;0.9346001736;0.857928506;0.9436179388;0.9007732224
commons-io;RandomForest;Trad;0;Ev;ADA;0.9608372721;0.904344342;0.9623830809;0.9608372721;0.9138405133;0.9663648124;0.9401026629
commons-io;RandomForest;Trad;0;Ev;SMOTE;0.9600655927;0.8990012653;0.9610049274;0.9600655927;0.8670944088;0.9710004312;0.91904742
commons-io;RandomForest;Trad;0;Ev;ROS;0.9618983312;0.9018818127;0.9624682957;0.9618983312;0.8542621448;0.9745579991;0.914410072
commons-io;RandomForest;Trad;0;Ev;NONE;0.9579434745;0.8840010101;0.9571215938;0.9579434745;0.758020165;0.9814575248;0.8697388449
junit4;DT;Trad;0;AF;ADA;0.8994576554;0.6371751671;0.9168316181;0.8994576554;0.5267857143;0.9177242888;0.7222550016
junit4;DT;Trad;0;AF;SMOTE;0.9128076763;0.6470054798;0.9246921014;0.9128076763;0.4821428571;0.933916849;0.7080298531
junit4;DT;Trad;0;AF;ROS;0.9440967877;0.6965203556;0.9450116197;0.9440967877;0.4375;0.9689277899;0.703213895
junit4;DT;Trad;0;AF;NONE;0.9474342929;0.6804432839;0.9452408478;0.9474342929;0.3571428571;0.9763676149;0.666755236
junit4;DT;Trad;0;StEv;SMOTE;0.9086357947;0.6466251053;0.9224725996;0.9086357947;0.5089285714;0.9282275711;0.7185780713
junit4;DT;Trad;0;StEv;ADA;0.8982060909;0.6259439851;0.9152474355;0.8982060909;0.4821428571;0.9185995624;0.7003712098
junit4;DT;Trad;0;StEv;ROS;0.9428452232;0.6909899474;0.9438926804;0.9428452232;0.4285714286;0.9680525164;0.6983119725
junit4;DT;Trad;0;StEv;NONE;0.9474342929;0.6833779228;0.9455042326;0.9474342929;0.3660714286;0.9759299781;0.6710007033
junit4;DT;Trad;0;EvSm;SMOTE;0.8990404673;0.6490950226;0.9175732486;0.8990404673;0.5892857143;0.9142231947;0.7517544545
junit4;DT;Trad;0;EvSm;ADA;0.895702962;0.6264921615;0.9139590262;0.895702962;0.5;0.9150984683;0.7075492341
junit4;DT;Trad;0;EvSm;ROS;0.9457655403;0.7006766259;0.9462175253;0.9457655403;0.4375;0.970678337;0.7040891685
junit4;DT;Trad;0;EvSm;NONE;0.9357530246;0.654054206;0.937055377;0.9357530246;0.3571428571;0.9641137856;0.6606283214
junit4;DT;Trad;0;StSm;ADA;0.840634126;0.5511464796;0.8779291578;0.840634126;0.4017857143;0.8621444201;0.6319650672
junit4;DT;Trad;0;StSm;SMOTE;0.8760951189;0.56828699;0.898754907;0.8760951189;0.3392857143;0.9024070022;0.6208463582
junit4;DT;Trad;0;StSm;NONE;0.8973717146;0.5757949412;0.9106230814;0.8973717146;0.2857142857;0.9273522976;0.6065332917
junit4;DT;Trad;0;StSm;ROS;0.8852732582;0.5461555674;0.901803609;0.8852732582;0.2232142857;0.9177242888;0.5704692873
junit4;DT;Trad;0;St;ADA;0.8381309971;0.5590072832;0.8770648764;0.8381309971;0.4553571429;0.856892779;0.6561249609
junit4;DT;Trad;0;St;NONE;0.9002920317;0.5841166918;0.9128482773;0.9002920317;0.3035714286;0.9295404814;0.616555955
junit4;DT;Trad;0;St;SMOTE;0.8498122653;0.5458526131;0.8826727683;0.8498122653;0.3392857143;0.8748358862;0.6070608003
junit4;DT;Trad;0;St;ROS;0.8886107635;0.546384716;0.9035687703;0.8886107635;0.2142857143;0.9216630197;0.567974367
junit4;DT;Trad;0;Ev;ADA;0.868168544;0.5980373427;0.8967625847;0.868168544;0.5178571429;0.8853391685;0.7015981557
junit4;DT;Trad;0;Ev;ROS;0.9432624113;0.6919908086;0.9441908976;0.9432624113;0.4285714286;0.9684901532;0.6985307909
junit4;DT;Trad;0;Ev;SMOTE;0.8977889028;0.6234256903;0.9148192684;0.8977889028;0.4732142857;0.9185995624;0.695906924
junit4;DT;Trad;0;Ev;NONE;0.9407592824;0.6674996093;0.9407592824;0.9407592824;0.3660714286;0.9689277899;0.6674996093
junit4;LogistRegression;Trad;0;AF;NONE;0.7567793075;0.5357140603;0.8261462139;0.7567793075;0.7142857143;0.7588621444;0.7365739294
junit4;LogistRegression;Trad;0;AF;ADA;0.7601168127;0.5369808913;0.8283717309;0.7601168127;0.7053571429;0.7628008753;0.7340790091
junit4;LogistRegression;Trad;0;AF;SMOTE;0.763871506;0.5385342233;0.8308673071;0.763871506;0.6964285714;0.7671772429;0.7318029072
junit4;LogistRegression;Trad;0;AF;ROS;0.7405089695;0.5238032272;0.8150225087;0.7405089695;0.7053571429;0.7422319475;0.7237945452
junit4;LogistRegression;Trad;0;StEv;NONE;0.7580308719;0.536573821;0.8269939608;0.7580308719;0.7142857143;0.7601750547;0.7372303845
junit4;LogistRegression;Trad;0;StEv;SMOTE;0.7517730496;0.5323034191;0.8227464807;0.7517730496;0.7142857143;0.7536105033;0.7339481088
junit4;LogistRegression;Trad;0;StEv;ADA;0.7576136838;0.5342298301;0.8266473687;0.7576136838;0.6964285714;0.7606126915;0.7285206314
junit4;LogistRegression;Trad;0;StEv;ROS;0.7392574051;0.5239612147;0.8141836848;0.7392574051;0.7142857143;0.7404814004;0.7273835574
junit4;LogistRegression;Trad;0;EvSm;NONE;0.7200667501;0.5143772254;0.8008921851;0.7200667501;0.7410714286;0.7190371991;0.7300543138
junit4;LogistRegression;Trad;0;EvSm;ADA;0.717146433;0.5116078212;0.7988331611;0.717146433;0.7321428571;0.7164113786;0.7242771178
junit4;LogistRegression;Trad;0;EvSm;ROS;0.7175636212;0.5100348459;0.7991117874;0.7175636212;0.7142857143;0.7177242888;0.7160050016
junit4;LogistRegression;Trad;0;EvSm;SMOTE;0.7234042553;0.5118418688;0.8031758776;0.7234042553;0.6964285714;0.724726477;0.7105775242
junit4;LogistRegression;Trad;0;StSm;NONE;0.7121401752;0.5001553392;0.7952501814;0.7121401752;0.6517857143;0.7150984683;0.6834420913
junit4;LogistRegression;Trad;0;StSm;ROS;0.6937838965;0.4891885771;0.7822575482;0.6937838965;0.6517857143;0.6958424508;0.6738140825
junit4;LogistRegression;Trad;0;StSm;SMOTE;0.7037964122;0.4923427992;0.7893619983;0.7037964122;0.625;0.7076586433;0.6663293217
junit4;LogistRegression;Trad;0;StSm;ADA;0.6983729662;0.4891510656;0.7855260265;0.6983729662;0.625;0.7019693654;0.6634846827
junit4;LogistRegression;Trad;0;St;NONE;0.714226116;0.5004707962;0.7967018612;0.714226116;0.6428571429;0.7177242888;0.6802907158
junit4;LogistRegression;Trad;0;St;ROS;0.6958698373;0.4904201509;0.7837461486;0.6958698373;0.6517857143;0.6980306346;0.6749081744
junit4;LogistRegression;Trad;0;St;ADA;0.714226116;0.4966189256;0.7966572661;0.714226116;0.6071428571;0.7194748359;0.6633088465
junit4;LogistRegression;Trad;0;St;SMOTE;0.7129745515;0.4949022721;0.7957727884;0.7129745515;0.5982142857;0.7185995624;0.658406924
junit4;LogistRegression;Trad;0;Ev;ROS;0.6962870254;0.4969001259;0.7840225465;0.6962870254;0.7142857143;0.695404814;0.7048452641
junit4;LogistRegression;Trad;0;Ev;SMOTE;0.7100542345;0.5035260094;0.7938143878;0.7100542345;0.6964285714;0.7107221007;0.703575336
junit4;LogistRegression;Trad;0;Ev;NONE;0.6962870254;0.4960225133;0.7840270036;0.6962870254;0.7053571429;0.6958424508;0.7005997968
junit4;LogistRegression;Trad;0;Ev;ADA;0.7113057989;0.5033772374;0.7946917211;0.7113057989;0.6875;0.7124726477;0.6999863239
junit4;MLP;Trad;0;AF;ROS;0.879015436;0.6326417368;0.9053722759;0.879015436;0.6428571429;0.8905908096;0.7667239762
junit4;MLP;Trad;0;AF;SMOTE;0.8760951189;0.6198255353;0.9027898672;0.8760951189;0.5892857143;0.8901531729;0.7397194436
junit4;MLP;Trad;0;AF;ADA;0.8811013767;0.6173948157;0.9053517791;0.8811013767;0.5446428571;0.8975929978;0.7211179275
junit4;MLP;Trad;0;AF;NONE;0.9524405507;0.6401280093;0.944048812;0.9524405507;0.2232142857;0.9881838074;0.6056990466
junit4;MLP;Trad;0;StEv;ROS;0.8815185649;0.6278373556;0.9063867582;0.8815185649;0.5982142857;0.895404814;0.7468095499
junit4;MLP;Trad;0;StEv;ADA;0.8994576554;0.6371751671;0.9168316181;0.8994576554;0.5267857143;0.9177242888;0.7222550016
junit4;MLP;Trad;0;StEv;SMOTE;0.9032123488;0.6367232819;0.9187889138;0.9032123488;0.5;0.92297593;0.711487965
junit4;MLP;Trad;0;StEv;NONE;0.9507717981;0.6481489775;0.9439651669;0.9507717981;0.25;0.9851203501;0.6175601751
junit4;MLP;Trad;0;EvSm;ROS;0.7826449729;0.5616277702;0.8438077828;0.7826449729;0.7767857143;0.7829321663;0.7798589403
junit4;MLP;Trad;0;EvSm;SMOTE;0.8281184814;0.5898275518;0.8732463751;0.8281184814;0.7053571429;0.8341356674;0.7697464051
junit4;MLP;Trad;0;EvSm;ADA;0.8389653734;0.5945989288;0.8799338477;0.8389653734;0.6696428571;0.8472647702;0.7584538137
junit4;MLP;Trad;0;EvSm;NONE;0.9528577388;0.6034878768;0.9409015258;0.9528577388;0.1517857143;0.9921225383;0.5719541263
junit4;MLP;Trad;0;StSm;ADA;0.8001668753;0.5482357135;0.8540716993;0.8001668753;0.5714285714;0.8113785558;0.6914035636
junit4;MLP;Trad;0;StSm;ROS;0.7430120985;0.5163172087;0.8165048963;0.7430120985;0.625;0.7487964989;0.6868982495
junit4;MLP;Trad;0;StSm;SMOTE;0.8172715895;0.5516342783;0.8644960004;0.8172715895;0.5089285714;0.8323851204;0.6706568459
junit4;MLP;Trad;0;StSm;NONE;0.9545264914;0.5523272649;0.937001085;0.9545264914;0.07142857143;0.9978118162;0.5346201938
junit4;MLP;Trad;0;St;ROS;0.7350855236;0.5123380075;0.8111221757;0.7350855236;0.6339285714;0.7400437637;0.6869861676
junit4;MLP;Trad;0;St;ADA;0.7976637463;0.5451369095;0.8523826074;0.7976637463;0.5625;0.809190372;0.685845186
junit4;MLP;Trad;0;St;SMOTE;0.7889027952;0.5326052107;0.8463712113;0.7889027952;0.5178571429;0.8021881838;0.6600226633
junit4;MLP;Trad;0;St;NONE;0.9536921151;0.5294455753;0.9344929088;0.9536921151;0.04464285714;0.998249453;0.521446155
junit4;MLP;Trad;0;Ev;ROS;0.8126825198;0.5777189234;0.8632759117;0.8126825198;0.7142857143;0.8175054705;0.7658955924
junit4;MLP;Trad;0;Ev;SMOTE;0.8343763037;0.589062942;0.8768955203;0.8343763037;0.6607142857;0.8428884026;0.7518013442
junit4;MLP;Trad;0;Ev;ADA;0.813099708;0.5695622896;0.863076882;0.813099708;0.6517857143;0.8210065646;0.7363961394
junit4;MLP;Trad;0;Ev;NONE;0.9528577388;0.6185448538;0.942280103;0.9528577388;0.1785714286;0.990809628;0.5846905283
junit4;RandomForest;Trad;0;AF;SMOTE;0.9453483521;0.6892967081;0.9449953397;0.9453483521;0.4017857143;0.9719912473;0.6868884808
junit4;RandomForest;Trad;0;AF;ADA;0.9445139758;0.6818115128;0.9439108939;0.9445139758;0.3839285714;0.9719912473;0.6779599093
junit4;RandomForest;Trad;0;AF;ROS;0.9582811848;0.6767101856;0.9502255103;0.9582811848;0.2678571429;0.9921225383;0.6299898406
junit4;RandomForest;Trad;0;AF;NONE;0.9578639967;0.5851839794;0.9416248586;0.9578639967;0.1071428571;0.9995623632;0.5533526102
junit4;RandomForest;Trad;0;StEv;ADA;0.9465999166;0.6869607803;0.9454105481;0.9465999166;0.3839285714;0.9741794311;0.6790540013
junit4;RandomForest;Trad;0;StEv;SMOTE;0.9445139758;0.6732769461;0.9431478552;0.9445139758;0.3571428571;0.9733041575;0.6652235073
junit4;RandomForest;Trad;0;StEv;ROS;0.9612015019;0.708136452;0.9545120584;0.9612015019;0.3214285714;0.9925601751;0.6569943732
junit4;RandomForest;Trad;0;StEv;NONE;0.9553608678;0.5672766906;0.9387775351;0.9553608678;0.08928571429;0.9978118162;0.5435487652
junit4;RandomForest;Trad;0;EvSm;SMOTE;0.9440967877;0.733323481;0.9482509307;0.9440967877;0.5892857143;0.961487965;0.7753868396
junit4;RandomForest;Trad;0;EvSm;ADA;0.9453483521;0.7345925537;0.9489990846;0.9453483521;0.5803571429;0.963238512;0.7717978274
junit4;RandomForest;Trad;0;EvSm;ROS;0.9557780559;0.7095409026;0.9519846426;0.9557780559;0.375;0.9842450766;0.6796225383
junit4;RandomForest;Trad;0;EvSm;NONE;0.9557780559;0.6304842294;0.9447854677;0.9557780559;0.1875;0.9934354486;0.5904677243
junit4;RandomForest;Trad;0;StSm;ADA;0.9228201919;0.5894061994;0.9248268502;0.9228201919;0.2321428571;0.9566739606;0.5944084089
junit4;RandomForest;Trad;0;StSm;SMOTE;0.9282436379;0.5902889852;0.9276226831;0.9282436379;0.2142857143;0.963238512;0.5887621132
junit4;RandomForest;Trad;0;StSm;ROS;0.8931998331;0.5585508331;0.9069898734;0.8931998331;0.2410714286;0.9251641138;0.5831177712
junit4;RandomForest;Trad;0;StSm;NONE;0.9315811431;0.5721506313;0.9276547288;0.9315811431;0.1607142857;0.9693654267;0.5650398562
junit4;RandomForest;Trad;0;St;ADA;0.9211514393;0.5871282716;0.9237852027;0.9211514393;0.2321428571;0.9549234136;0.5935331354
junit4;RandomForest;Trad;0;St;ROS;0.8919482687;0.5573621817;0.9062372138;0.8919482687;0.2410714286;0.9238512035;0.582461316
junit4;RandomForest;Trad;0;St;SMOTE;0.9249061327;0.5785206314;0.9249061327;0.9249061327;0.1964285714;0.9606126915;0.5785206314
junit4;RandomForest;Trad;0;St;NONE;0.9303295786;0.5704821921;0.9268852782;0.9303295786;0.1607142857;0.9680525164;0.5643834011
junit4;RandomForest;Trad;0;Ev;SMOTE;0.9386733417;0.7145117656;0.9438446775;0.9386733417;0.5625;0.9571115974;0.7598057987
junit4;RandomForest;Trad;0;Ev;ADA;0.9324155194;0.692770112;0.938754746;0.9324155194;0.5267857143;0.952297593;0.7395416536
junit4;RandomForest;Trad;0;Ev;ROS;0.9557780559;0.7095409026;0.9519846426;0.9557780559;0.375;0.9842450766;0.6796225383
junit4;RandomForest;Trad;0;Ev;NONE;0.9591155611;0.653841393;0.9485374247;0.9591155611;0.2142857143;0.9956236324;0.6049546733
pdfbox;DT;Trad;0;AF;SMOTE;0.7855423393;0.6263531714;0.8145690224;0.7855423393;0.5818858561;0.8117806905;0.6968332733
pdfbox;DT;Trad;0;AF;ROS;0.8711413197;0.6827474467;0.8714182677;0.8711413197;0.4404466501;0.9266304348;0.6835385425
pdfbox;DT;Trad;0;AF;NONE;0.8760266214;0.681776263;0.873650201;0.8760266214;0.4150124069;0.9354219949;0.6752172009
pdfbox;DT;Trad;0;AF;ADA;0.7691163976;0.5960407465;0.8000996537;0.7691163976;0.5018610422;0.8035485934;0.6527048178
pdfbox;DT;Trad;0;StEv;SMOTE;0.814854149;0.6408529211;0.8337746365;0.814854149;0.520471464;0.8527813299;0.686626397
pdfbox;DT;Trad;0;StEv;ROS;0.8723449448;0.6852879532;0.8725339086;0.8723449448;0.4441687345;0.9275095908;0.6858391626
pdfbox;DT;Trad;0;StEv;NONE;0.8761682243;0.6835764355;0.8740883239;0.8761682243;0.4205955335;0.934862532;0.6777290327
pdfbox;DT;Trad;0;StEv;ADA;0.8102520532;0.6292984253;0.8291762673;0.8102520532;0.4888337469;0.8516624041;0.6702480755
pdfbox;DT;Trad;0;EvSm;ADA;0.7876663835;0.6244624617;0.8155184973;0.7876663835;0.5626550868;0.8166560102;0.6896555485
