Dataset;Algoritm;Approach;window;model;resample;F1-Score(micro);F1-Score(macro);F1-Score;Accuracy;Sensitivity;Specificity;ROC
pdfbox;DT;Trad;0;EvSm;NONE;0.852308128;0.658682221;0.8570768804;0.852308128;0.4342431762;0.9061700767;0.6702066265
pdfbox;DT;Trad;0;EvSm;ROS;0.8498300765;0.6565877195;0.8553929758;0.8498300765;0.4367245658;0.9030530691;0.6698888174
pdfbox;DT;Trad;0;EvSm;SMOTE;0.783559898;0.6111342438;0.8109683354;0.783559898;0.5155086849;0.8180946292;0.666801657
pdfbox;DT;Trad;0;StSm;ROS;0.7077315208;0.5474234424;0.7552937796;0.7077315208;0.4931761787;0.7353740409;0.6142751098
pdfbox;DT;Trad;0;StSm;NONE;0.7167941093;0.5514040064;0.7616129758;0.7167941093;0.4801488834;0.7472826087;0.613715746
pdfbox;DT;Trad;0;StSm;SMOTE;0.7258566978;0.5417800316;0.7659127016;0.7258566978;0.4032258065;0.7674232737;0.5853245401
pdfbox;DT;Trad;0;StSm;ADA;0.6802605494;0.5141852549;0.7333933816;0.6802605494;0.4187344913;0.7139546036;0.5663445474
pdfbox;DT;Trad;0;St;ROS;0.7075191164;0.5486822123;0.7553085704;0.7075191164;0.5006203474;0.7341751918;0.6173977696
pdfbox;DT;Trad;0;St;NONE;0.717502124;0.5531337388;0.7622879997;0.717502124;0.4863523573;0.7472826087;0.616817483
pdfbox;DT;Trad;0;St;ADA;0.6905975644;0.5234967909;0.7412632222;0.6905975644;0.4311414392;0.7240249361;0.5775831876
pdfbox;DT;Trad;0;St;SMOTE;0.6863494761;0.5210208526;0.7381914956;0.6863494761;0.4330024814;0.7189897698;0.5759961256
pdfbox;DT;Trad;0;Ev;ADA;0.7465307278;0.6069906711;0.7877162674;0.7465307278;0.6600496278;0.7576726343;0.708861131
pdfbox;DT;Trad;0;Ev;SMOTE;0.7491503823;0.5976430325;0.7881853324;0.7491503823;0.5936724566;0.7691815857;0.6814270211
pdfbox;DT;Trad;0;Ev;ROS;0.8193854432;0.6392169727;0.8359744448;0.8193854432;0.4937965261;0.8613331202;0.6775648231
pdfbox;DT;Trad;0;Ev;NONE;0.8309260833;0.644194027;0.8431169564;0.8309260833;0.4665012407;0.8778772379;0.6721892393
pdfbox;LogistRegression;Trad;0;AF;ROS;0.6949872557;0.5624222541;0.748292915;0.6949872557;0.6333746898;0.7029251918;0.6681499408
pdfbox;LogistRegression;Trad;0;AF;SMOTE;0.6932172189;0.5610102118;0.7469289807;0.6932172189;0.6327543424;0.7010070332;0.6668806878
pdfbox;LogistRegression;Trad;0;AF;ADA;0.6748796375;0.5503904979;0.7329701025;0.6748796375;0.6513647643;0.6779092072;0.6646369857
pdfbox;LogistRegression;Trad;0;AF;NONE;0.6968988955;0.5620673104;0.7495962472;0.6968988955;0.6222084367;0.7065217391;0.6643650879
pdfbox;LogistRegression;Trad;0;StEv;SMOTE;0.6930048145;0.5613398546;0.7468074254;0.6930048145;0.6358560794;0.7003676471;0.6681118632
pdfbox;LogistRegression;Trad;0;StEv;ROS;0.6906683659;0.5590264806;0.7449661657;0.6906683659;0.632133995;0.6982097187;0.6651718569
pdfbox;LogistRegression;Trad;0;StEv;ADA;0.6753752478;0.5506589195;0.7333504903;0.6753752478;0.6507444169;0.6785485934;0.6646465051
pdfbox;LogistRegression;Trad;0;StEv;NONE;0.6939252336;0.5599626676;0.7473349209;0.6939252336;0.6228287841;0.7030850384;0.6629569112
pdfbox;LogistRegression;Trad;0;EvSm;ADA;0.6825261965;0.5466685342;0.7381905879;0.6825261965;0.5918114144;0.694213555;0.6430124847
pdfbox;LogistRegression;Trad;0;EvSm;SMOTE;0.6925800057;0.5513717285;0.7456133011;0.6925800057;0.5763027295;0.7075607417;0.6419317356
pdfbox;LogistRegression;Trad;0;EvSm;NONE;0.6964032852;0.5520404093;0.7482932588;0.6964032852;0.5638957816;0.7134750639;0.6386854228
pdfbox;LogistRegression;Trad;0;EvSm;ROS;0.6934296233;0.5502058905;0.7460827648;0.6934296233;0.5657568238;0.7098785166;0.6378176702
pdfbox;LogistRegression;Trad;0;StSm;ROS;0.6977485132;0.561498675;0.7501336599;0.6977485132;0.614764268;0.7084398977;0.6616020828
pdfbox;LogistRegression;Trad;0;StSm;ADA;0.6682951005;0.5452449333;0.7278020074;0.6682951005;0.6488833747;0.6707960358;0.6598397052
pdfbox;LogistRegression;Trad;0;StSm;NONE;0.7017133956;0.5627183752;0.7529790461;0.7017133956;0.6042183623;0.7142742967;0.6592463295
pdfbox;LogistRegression;Trad;0;StSm;SMOTE;0.6961908808;0.5592388884;0.7488459908;0.6961908808;0.6079404467;0.7075607417;0.6577505942
pdfbox;LogistRegression;Trad;0;St;ADA;0.6661710564;0.5441691905;0.7261618465;0.6661710564;0.6519851117;0.6679987212;0.6599919164
pdfbox;LogistRegression;Trad;0;St;ROS;0.6895355423;0.556431838;0.7439503047;0.6895355423;0.6209677419;0.6983695652;0.6596686536
pdfbox;LogistRegression;Trad;0;St;NONE;0.6958368734;0.5590785841;0.7485860026;0.6958368734;0.608560794;0.707081202;0.657820998
pdfbox;LogistRegression;Trad;0;St;SMOTE;0.6923676012;0.5567261883;0.7459609766;0.6923676012;0.6098014888;0.7030051151;0.656403302
pdfbox;LogistRegression;Trad;0;Ev;NONE;0.6593033135;0.5292378279;0.7202014315;0.6593033135;0.5856079404;0.668797954;0.6272029472
pdfbox;LogistRegression;Trad;0;Ev;ROS;0.6720475786;0.5347835085;0.7298015434;0.6720475786;0.564516129;0.6859015345;0.6252088318
pdfbox;LogistRegression;Trad;0;Ev;ADA;0.7570801473;0.5695135982;0.7888073218;0.7570801473;0.4249379653;0.7998721228;0.612405044
pdfbox;LogistRegression;Trad;0;Ev;SMOTE;0.5992636647;0.4920884527;0.6721454519;0.5992636647;0.6129032258;0.5975063939;0.6052048098
pdfbox;MLP;Trad;0;AF;ROS;0.7831350892;0.6269441778;0.81323162;0.7831350892;0.5961538462;0.8072250639;0.701689455
pdfbox;MLP;Trad;0;AF;ADA;0.7957377513;0.6189083743;0.8192451594;0.7957377513;0.5018610422;0.8335997442;0.6677303932
pdfbox;MLP;Trad;0;AF;SMOTE;0.8054375531;0.6215002273;0.8251277767;0.8054375531;0.4745657568;0.8480658568;0.6613158068
pdfbox;MLP;Trad;0;AF;NONE;0.8839563863;0.5840607315;0.8566249471;0.8839563863;0.1526054591;0.9781809463;0.5653932027
pdfbox;MLP;Trad;0;StEv;ROS;0.7565137355;0.6162491871;0.7952963328;0.7565137355;0.6656327543;0.7682225064;0.7169276304
pdfbox;MLP;Trad;0;StEv;SMOTE;0.7742141037;0.6175924451;0.8064602489;0.7742141037;0.58808933;0.798193734;0.693141532
pdfbox;MLP;Trad;0;StEv;ADA;0.7832766922;0.6154275472;0.8115003883;0.7832766922;0.5372208437;0.8149776215;0.6760992326
pdfbox;MLP;Trad;0;StEv;NONE;0.8849476069;0.5822050801;0.8566701506;0.8849476069;0.1476426799;0.9799392583;0.5637909691
pdfbox;MLP;Trad;0;EvSm;SMOTE;0.7381761541;0.6066121954;0.7821811412;0.7381761541;0.7003722084;0.7430466752;0.7217094418
pdfbox;MLP;Trad;0;EvSm;ADA;0.7269895214;0.5992563503;0.7738602586;0.7269895214;0.7115384615;0.728980179;0.7202593203
pdfbox;MLP;Trad;0;EvSm;ROS;0.7293967715;0.5998673487;0.7755605677;0.7293967715;0.702853598;0.7328164962;0.7178350471
pdfbox;MLP;Trad;0;EvSm;NONE;0.887213254;0.5559750571;0.8519416401;0.887213254;0.1029776675;0.9882512788;0.5456144731
pdfbox;MLP;Trad;0;StSm;ROS;0.6934296233;0.5723206174;0.7479576803;0.6934296233;0.7065756824;0.6917359335;0.6991558079
pdfbox;MLP;Trad;0;StSm;SMOTE;0.7159444916;0.5789714763;0.7642999107;0.7159444916;0.6377171216;0.7260230179;0.6818700697
pdfbox;MLP;Trad;0;StSm;ADA;0.7170773152;0.5783218215;0.7649960848;0.7170773152;0.6284119107;0.7285006394;0.678456275
pdfbox;MLP;Trad;0;StSm;NONE;0.883319173;0.5545487358;0.8498839728;0.883319173;0.1060794045;0.9834558824;0.5447676434
pdfbox;MLP;Trad;0;St;ROS;0.7003681677;0.5780742611;0.7533772045;0.7003681677;0.7096774194;0.699168798;0.7044231087
pdfbox;MLP;Trad;0;St;SMOTE;0.6939252336;0.5705198244;0.7481871023;0.6939252336;0.6916873449;0.694213555;0.69295045
pdfbox;MLP;Trad;0;St;ADA;0.6948456528;0.5694648341;0.7487682877;0.6948456528;0.6799007444;0.6967710997;0.6883359221
pdfbox;MLP;Trad;0;St;NONE;0.8861512319;0.5349485526;0.846836218;0.8861512319;0.07506203474;0.990648977;0.5328555059
pdfbox;MLP;Trad;0;Ev;SMOTE;0.694420844;0.5781954578;0.749069036;0.694420844;0.7425558313;0.6882193095;0.7153875704
pdfbox;MLP;Trad;0;Ev;ROS;0.7225290286;0.5948424053;0.7703732659;0.7225290286;0.705955335;0.7246643223;0.7153098286
pdfbox;MLP;Trad;0;Ev;ADA;0.6950580572;0.5756168518;0.7493669037;0.6950580572;0.7208436725;0.6917359335;0.706289803
pdfbox;MLP;Trad;0;Ev;NONE;0.8882752761;0.5459064971;0.8501970786;0.8882752761;0.08746898263;0.9914482097;0.5394585962
pdfbox;RandomForest;Trad;0;AF;SMOTE;0.8632115548;0.6659131228;0.8640477192;0.8632115548;0.4150124069;0.9209558824;0.6679841447
pdfbox;RandomForest;Trad;0;AF;ADA;0.8597422826;0.6618338957;0.8614823379;0.8597422826;0.4150124069;0.9170396419;0.6660260244
pdfbox;RandomForest;Trad;0;AF;ROS;0.8850184084;0.6758227398;0.8767951343;0.8850184084;0.3579404467;0.9529251918;0.6554328192
pdfbox;RandomForest;Trad;0;AF;NONE;0.8913197395;0.6255630391;0.8690077012;0.8913197395;0.2140198511;0.9785805627;0.5963002069
pdfbox;RandomForest;Trad;0;StEv;ADA;0.8584678561;0.6648684773;0.8614435336;0.8584678561;0.4311414392;0.9135230179;0.6723322286
pdfbox;RandomForest;Trad;0;StEv;SMOTE;0.861441518;0.6666271188;0.8632999864;0.861441518;0.4249379653;0.9176790281;0.6713084967
pdfbox;RandomForest;Trad;0;StEv;ROS;0.8840271878;0.6723975506;0.8756007787;0.8840271878;0.3517369727;0.9526054987;0.6521712357
pdfbox;RandomForest;Trad;0;StEv;NONE;0.8928065704;0.6335450655;0.8714196786;0.8928065704;0.226426799;0.9786604859;0.6025436425
pdfbox;RandomForest;Trad;0;EvSm;ADA;0.8608043047;0.7104376284;0.8714709131;0.8608043047;0.6141439206;0.8925831202;0.7533635204
pdfbox;RandomForest;Trad;0;EvSm;SMOTE;0.8688048711;0.717973966;0.8771429917;0.8688048711;0.6023573201;0.9031329923;0.7527451562
pdfbox;RandomForest;Trad;0;EvSm;ROS;0.8874964599;0.717454305;0.8866118745;0.8874964599;0.4894540943;0.9387787724;0.7141164333
pdfbox;RandomForest;Trad;0;EvSm;NONE;0.8988246956;0.6976478465;0.8879809473;0.8988246956;0.3641439206;0.9677109974;0.665927459
pdfbox;RandomForest;Trad;0;StSm;ROS;0.70865194;0.5508957376;0.7563123671;0.70865194;0.5080645161;0.7344948849;0.6212797005
pdfbox;RandomForest;Trad;0;StSm;ADA;0.7585669782;0.5715093739;0.7899971457;0.7585669782;0.4286600496;0.8010709719;0.6148655107
pdfbox;RandomForest;Trad;0;StSm;SMOTE;0.7685499858;0.575034933;0.7963458213;0.7685499858;0.4106699752;0.8146579284;0.6126639518
pdfbox;RandomForest;Trad;0;StSm;NONE;0.7768337581;0.5685020022;0.7998873843;0.7768337581;0.3591811414;0.8306425831;0.5949118623
pdfbox;RandomForest;Trad;0;St;ROS;0.70865194;0.5515913556;0.7563958023;0.70865194;0.5117866005;0.7340153453;0.6229009729
pdfbox;RandomForest;Trad;0;St;ADA;0.761682243;0.5743470195;0.7922716658;0.761682243;0.4305210918;0.8043478261;0.6174344589
pdfbox;RandomForest;Trad;0;St;SMOTE;0.7640186916;0.5734190858;0.7934737096;0.7640186916;0.4187344913;0.8085038363;0.6136191638
pdfbox;RandomForest;Trad;0;St;NONE;0.7764089493;0.5670213816;0.7993899917;0.7764089493;0.3548387097;0.8307225064;0.592780608
pdfbox;RandomForest;Trad;0;Ev;ADA;0.8046587369;0.6649193448;0.8319141232;0.8046587369;0.6960297767;0.8186540921;0.7573419344
pdfbox;RandomForest;Trad;0;Ev;SMOTE;0.8283064288;0.6834189346;0.8487013717;0.8283064288;0.6650124069;0.8493446292;0.7571785181
pdfbox;RandomForest;Trad;0;Ev;ROS;0.8582554517;0.6871004773;0.8656941228;0.8582554517;0.5198511166;0.9018542199;0.7108526683
pdfbox;RandomForest;Trad;0;Ev;NONE;0.8735485698;0.6721516474;0.8704557535;0.8735485698;0.3933002481;0.9354219949;0.6643611215
wro4j;DT;Trad;0;AF;ADA;0.7698068585;0.5853908138;0.7974910638;0.7698068585;0.4416243655;0.8130716038;0.6273479847
wro4j;DT;Trad;0;AF;SMOTE;0.7061489949;0.5454395844;0.7527584527;0.7061489949;0.4788494078;0.7361142092;0.6074818085
wro4j;DT;Trad;0;AF;ROS;0.8338588885;0.6025046383;0.8351139748;0.8338588885;0.3045685279;0.9036359581;0.604102243
wro4j;DT;Trad;0;AF;NONE;0.8326763894;0.5877502918;0.8314865158;0.8326763894;0.2656514382;0.9074280616;0.5865397499
wro4j;DT;Trad;0;StEv;ADA;0.7597556169;0.5781827134;0.7904632001;0.7597556169;0.4450084602;0.8012491635;0.6231288119
wro4j;DT;Trad;0;StEv;ROS;0.8362238865;0.6104030165;0.8379191506;0.8362238865;0.3214890017;0.9040820879;0.6127855448
wro4j;DT;Trad;0;StEv;SMOTE;0.7163973197;0.5473146809;0.7595267512;0.7163973197;0.4517766497;0.7512826232;0.6015296365
wro4j;DT;Trad;0;StEv;NONE;0.8346472211;0.5919950216;0.8333449732;0.8346472211;0.2724196277;0.908766451;0.5905930394
wro4j;DT;Trad;0;EvSm;SMOTE;0.7305873078;0.5702950282;0.7716043384;0.7305873078;0.5143824027;0.7590898952;0.6367361489
wro4j;DT;Trad;0;EvSm;ADA;0.7236893969;0.5641239623;0.7664134319;0.7236893969;0.5093062606;0.751951818;0.6306290393
wro4j;DT;Trad;0;EvSm;ROS;0.8202601498;0.5950327388;0.8266884163;0.8202601498;0.3197969543;0.8862368949;0.6030169246
wro4j;DT;Trad;0;EvSm;NONE;0.8366180528;0.5998554804;0.8359507742;0.8366180528;0.2893401015;0.908766451;0.5990532763
wro4j;DT;Trad;0;StSm;ROS;0.8249901458;0.5987566896;0.8298592124;0.8249901458;0.3181049069;0.8918135177;0.6049592123
wro4j;DT;Trad;0;StSm;SMOTE;0.7313756405;0.5466303229;0.7686213004;0.7313756405;0.399323181;0.7751505688;0.5872368749
wro4j;DT;Trad;0;StSm;NONE;0.8255813953;0.5772126478;0.8257729886;0.8255813953;0.2538071066;0.9009591791;0.5773831429
wro4j;DT;Trad;0;StSm;ADA;0.6909735909;0.5238600456;0.7402292798;0.6909735909;0.4230118443;0.7262993531;0.5746555987
wro4j;DT;Trad;0;St;ROS;0.8220338983;0.5933577168;0.8272624996;0.8220338983;0.3096446701;0.8895828686;0.5996137693
wro4j;DT;Trad;0;St;NONE;0.826369728;0.5778864398;0.8263058998;0.826369728;0.2538071066;0.9018514388;0.5778292727
wro4j;DT;Trad;0;St;SMOTE;0.7258573118;0.5384916172;0.7640490819;0.7258573118;0.3807106599;0.7713584653;0.5760345626
wro4j;DT;Trad;0;St;ADA;0.6568782026;0.5074102581;0.7155423654;0.6568782026;0.4551607445;0.68347089;0.5693158173
wro4j;DT;Trad;0;Ev;SMOTE;0.7193535672;0.5625234923;0.7634394408;0.7193535672;0.5177664975;0.7459290654;0.6318477814
wro4j;DT;Trad;0;Ev;ADA;0.7010248325;0.5509966845;0.750079382;0.7010248325;0.5279187817;0.7238456391;0.6258822104
wro4j;DT;Trad;0;Ev;NONE;0.8224280646;0.5937094053;0.8275347329;0.8224280646;0.3096446701;0.8900289984;0.5998368342
wro4j;DT;Trad;0;Ev;ROS;0.8175009854;0.587723353;0.8238095582;0.8175009854;0.3045685279;0.8851215704;0.5948450491
wro4j;LogistRegression;Trad;0;AF;ROS;0.6925502562;0.567802385;0.7459090302;0.6925502562;0.6666666667;0.6959625251;0.6813145959
wro4j;LogistRegression;Trad;0;AF;SMOTE;0.6962948364;0.569850378;0.7487387212;0.6962948364;0.6615905245;0.7008699532;0.6812302388
wro4j;LogistRegression;Trad;0;AF;NONE;0.6905794245;0.5658065623;0.744341849;0.6905794245;0.6632825719;0.6941780058;0.6787302889
wro4j;LogistRegression;Trad;0;AF;ADA;0.6639731967;0.5478979182;0.7236135868;0.6639731967;0.6751269036;0.6625027883;0.6688148459
wro4j;LogistRegression;Trad;0;StEv;NONE;0.6949152542;0.5677655678;0.7475862726;0.6949152542;0.654822335;0.7002007584;0.6775115467
wro4j;LogistRegression;Trad;0;StEv;SMOTE;0.699251084;0.5697137287;0.7508054624;0.699251084;0.6463620981;0.706223511;0.6762928046
wro4j;LogistRegression;Trad;0;StEv;ROS;0.6951123374;0.5663331962;0.7476020633;0.6951123374;0.6446700508;0.7017622128;0.6732161318
wro4j;LogistRegression;Trad;0;StEv;ADA;0.6700827749;0.5496378068;0.7282856025;0.6700827749;0.6565143824;0.6718715146;0.6641929485
wro4j;LogistRegression;Trad;0;EvSm;NONE;0.5800157667;0.4976086134;0.6536809445;0.5800157667;0.7512690355;0.5574392148;0.6543541252
wro4j;LogistRegression;Trad;0;EvSm;SMOTE;0.5987386677;0.5076967828;0.6700867993;0.5987386677;0.7241962775;0.58219942;0.6531978488
wro4j;LogistRegression;Trad;0;EvSm;ROS;0.5829720142;0.4979557398;0.6564247723;0.5829720142;0.7360406091;0.5627927727;0.6494166909
wro4j;LogistRegression;Trad;0;EvSm;ADA;0.5589278676;0.4817560581;0.6351537508;0.5589278676;0.7428087986;0.5346865938;0.6387476962
wro4j;LogistRegression;Trad;0;StSm;ROS;0.6895940087;0.5592910208;0.743103717;0.6895940087;0.6260575296;0.6979701093;0.6620138195
wro4j;LogistRegression;Trad;0;StSm;SMOTE;0.6868348443;0.5575217023;0.7410021065;0.6868348443;0.627749577;0.6946241356;0.6611868563
wro4j;LogistRegression;Trad;0;StSm;NONE;0.6925502562;0.5601267476;0.7452532905;0.6925502562;0.6175972927;0.7024314075;0.6600143501
wro4j;LogistRegression;Trad;0;StSm;ADA;0.6478123768;0.5350247622;0.7106827838;0.6478123768;0.6666666667;0.6453267901;0.6559967284
wro4j;LogistRegression;Trad;0;St;SMOTE;0.6966890028;0.5645631173;0.7485466401;0.6966890028;0.6260575296;0.7060004461;0.6660289879
wro4j;LogistRegression;Trad;0;St;NONE;0.6988569176;0.5650909189;0.7501006087;0.6988569176;0.6192893401;0.7093464198;0.66431788
wro4j;LogistRegression;Trad;0;St;ADA;0.6683090264;0.5485952922;0.7269059901;0.6683090264;0.6582064298;0.6696408655;0.6639236476
wro4j;LogistRegression;Trad;0;St;ROS;0.6960977533;0.56330573;0.7480185801;0.6960977533;0.6209813875;0.7060004461;0.6634909168
wro4j;LogistRegression;Trad;0;Ev;ADA;0.6103665747;0.5001044263;0.6801884723;0.6103665747;0.6040609137;0.6111978586;0.6076293861
wro4j;LogistRegression;Trad;0;Ev;ROS;0.6284982263;0.5085159231;0.6947828253;0.6284982263;0.5769881557;0.6352888691;0.6061385124
wro4j;LogistRegression;Trad;0;Ev;SMOTE;0.6261332282;0.5064028953;0.6928736659;0.6261332282;0.5736040609;0.6330582199;0.6033311404
wro4j;LogistRegression;Trad;0;Ev;NONE;0.621206149;0.5028153088;0.6889127038;0.621206149;0.5719120135;0.6277046621;0.5998083378
wro4j;MLP;Trad;0;AF;ROS;0.7891210091;0.6180039486;0.8141133713;0.7891210091;0.5143824027;0.825340174;0.6698612883
wro4j;MLP;Trad;0;AF;ADA;0.7491131257;0.5893248397;0.7858164698;0.7491131257;0.538071066;0.7769350881;0.6575030771
wro4j;MLP;Trad;0;AF;SMOTE;0.7873472605;0.6047006922;0.8108069386;0.7873472605;0.461928934;0.8302476021;0.646088268
wro4j;MLP;Trad;0;AF;NONE;0.8845092629;0.5781564872;0.8539023251;0.8845092629;0.1387478849;0.9828240018;0.5607859434
wro4j;MLP;Trad;0;StEv;ROS;0.7422152148;0.5927349043;0.7819923437;0.7422152148;0.5854483926;0.7628819987;0.6741651956
wro4j;MLP;Trad;0;StEv;SMOTE;0.7652739456;0.5987059;0.797018177;0.7652739456;0.5194585448;0.7976801249;0.6585693349
wro4j;MLP;Trad;0;StEv;ADA;0.7845880962;0.5955310555;0.8076411744;0.7845880962;0.4331641286;0.8309167968;0.6320404627
wro4j;MLP;Trad;0;StEv;NONE;0.8843121797;0.611903355;0.861307059;0.8843121797;0.1996615905;0.9745706;0.5871160953
wro4j;MLP;Trad;0;EvSm;SMOTE;0.7077256602;0.5772311653;0.7573959664;0.7077256602;0.6531302876;0.7149230426;0.6840266651
wro4j;MLP;Trad;0;EvSm;ROS;0.6422940481;0.5386452618;0.706379597;0.6422940481;0.7225042301;0.6317198305;0.6771120303
wro4j;MLP;Trad;0;EvSm;ADA;0.6708711076;0.5531910406;0.7290784526;0.6708711076;0.6768189509;0.6700869953;0.6734529731
wro4j;MLP;Trad;0;EvSm;NONE;0.8843121797;0.5250387225;0.8418962561;0.8843121797;0.06260575296;0.9926388579;0.5276223054
wro4j;MLP;Trad;0;StSm;ADA;0.7094994088;0.5764276661;0.7585356909;0.7094994088;0.6395939086;0.7187151461;0.6791545274
wro4j;MLP;Trad;0;StSm;SMOTE;0.7615293654;0.6027270753;0.7953887065;0.7615293654;0.5549915398;0.7887575284;0.6718745341
wro4j;MLP;Trad;0;StSm;ROS;0.7402443831;0.587437226;0.7800296663;0.7402443831;0.565143824;0.7633281285;0.6642359763
wro4j;MLP;Trad;0;StSm;NONE;0.890421758;0.5723012083;0.8552365784;0.890421758;0.1201353638;0.9919696632;0.5560525135
wro4j;MLP;Trad;0;St;ROS;0.7359085534;0.58923548;0.7775110742;0.7359085534;0.5939086294;0.7546285969;0.6742686132
wro4j;MLP;Trad;0;St;ADA;0.7244777296;0.5823419813;0.7692312828;0.7244777296;0.6057529611;0.7401293776;0.6729411694
wro4j;MLP;Trad;0;St;SMOTE;0.7487189594;0.5951557996;0.7864095013;0.7487189594;0.5702199662;0.772250725;0.6712353456
wro4j;MLP;Trad;0;St;NONE;0.8896334253;0.5680777893;0.8539376649;0.8896334253;0.1150592217;0.9917465983;0.55340291
wro4j;MLP;Trad;0;Ev;SMOTE;0.6633819472;0.5486750624;0.7232017221;0.6633819472;0.6835871404;0.660718269;0.6721527047
wro4j;MLP;Trad;0;Ev;ROS;0.6227828143;0.5254438478;0.6903016623;0.6227828143;0.7292724196;0.6087441445;0.6690082821
wro4j;MLP;Trad;0;Ev;ADA;0.6322428065;0.5296197804;0.6981467076;0.6322428065;0.7089678511;0.6221280393;0.6655479452
wro4j;MLP;Trad;0;Ev;NONE;0.8825384312;0.5315687632;0.8425828679;0.8825384312;0.07275803723;0.9892928842;0.5310254607
wro4j;RandomForest;Trad;0;AF;ADA;0.861253449;0.647825648;0.8581195724;0.861253449;0.3553299492;0.9279500335;0.6416399913
wro4j;RandomForest;Trad;0;AF;SMOTE;0.8573117856;0.6366882398;0.853852337;0.8573117856;0.3350253807;0.9261655142;0.6305954474
wro4j;RandomForest;Trad;0;AF;ROS;0.867165944;0.5995260652;0.8506481502;0.867165944;0.2131979695;0.9533794334;0.5832887015
wro4j;RandomForest;Trad;0;AF;NONE;0.882341348;0.5588437171;0.8486142072;0.882341348;0.1116751269;0.9839393263;0.5478072266
wro4j;RandomForest;Trad;0;StEv;SMOTE;0.8630271975;0.6504202624;0.8595347914;0.8630271975;0.3570219966;0.9297345528;0.6433782747
wro4j;RandomForest;Trad;0;StEv;ADA;0.8600709499;0.6459267035;0.8571404407;0.8600709499;0.3536379019;0.9268347089;0.6402363054
wro4j;RandomForest;Trad;0;StEv;ROS;0.8679542767;0.605728407;0.8523652086;0.8679542767;0.2250423012;0.9527102387;0.5888762699
wro4j;RandomForest;Trad;0;StEv;NONE;0.8849034292;0.5711622032;0.8525172382;0.8849034292;0.1269035533;0.984831586;0.5558675696
wro4j;RandomForest;Trad;0;EvSm;SMOTE;0.8283405597;0.650189036;0.8416736343;0.8283405597;0.4923857868;0.8726299353;0.6825078611
wro4j;RandomForest;Trad;0;EvSm;ADA;0.8265668112;0.6479855698;0.8403038298;0.8265668112;0.4906937394;0.870845416;0.6807695777
wro4j;RandomForest;Trad;0;EvSm;ROS;0.88805676;0.6631629142;0.8742788929;0.88805676;0.3045685279;0.9649788088;0.6347736684
